iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge
773,27.342,101318656,115756,67,18.82,0.03,8.34,0.957,0.043,2.947,-0.0023,0.1163,0.0039,0.035,,,,,,,,,,
774,27.361,101449728,120456,59,18.35,0.068,8.42,0.818,0.182,2.941,-0.0019,0.1076,0.0038,0.032,,,,,,,,,,
775,27.38,101580800,111413,57,18.14,0.07,8.19,0.84,0.16,2.971,-0.0019,0.1055,0.0041,0.038,,,,,,,,,,
776,27.4,101711872,110427,44,20.63,0.045,8.25,0.667,0.333,2.966,-0.0017,0.0869,0.0038,0.033,,,,,,,,,,
777,27.419,101842944,115307,77,17.79,0.052,8.31,0.6,0.333,2.954,-0.0016,0.1355,0.0037,0.029,,,,,,,,,,
778,27.438,101974016,115298,52,19.29,0.077,7.98,0.964,0.0,2.983,-0.002,0.0789,0.0043,0.035,,,,,,,,,,
779,27.457,102105088,116026,59,18.8,0.034,8.07,0.947,0.053,2.939,-0.0022,0.1208,0.0041,0.034,,,,,,,,,,
780,27.715,102236160,114632,68,19.25,0.088,8.04,0.867,0.133,2.933,-0.002,0.1169,0.0039,0.034,0.98,0.0,0.617,1.0,0.0,0.845,0.682,0.885,0.0,0.814
781,27.745,102367232,72042,84,16.21,0.048,8.01,0.842,0.132,2.918,-0.0019,0.1486,0.0043,0.036,,,,,,,,,,
782,27.764,102498304,118175,86,16.35,0.058,8.21,0.912,0.088,2.917,-0.0018,0.1354,0.0039,0.029,,,,,,,,,,
783,27.784,102629376,109786,64,16.2,0.062,8.14,0.96,0.04,2.915,-0.0016,0.1211,0.0035,0.028,,,,,,,,,,
784,27.804,102760448,108666,69,16.34,0.159,8.07,0.697,0.242,2.902,-0.0019,0.1153,0.0038,0.035,,,,,,,,,,
785,27.825,102891520,101066,71,15.16,0.056,8.0,0.957,0.043,2.871,-0.0019,0.1357,0.0042,0.033,,,,,,,,,,
786,27.846,103022592,105348,52,19.93,0.154,7.96,0.833,0.167,2.9,-0.0019,0.0934,0.0037,0.029,,,,,,,,,,
787,27.879,103153664,66780,66,14.08,0.015,8.14,0.867,0.133,2.887,-0.0018,0.1145,0.004,0.034,,,,,,,,,,
788,27.91,103284736,69323,60,18.83,0.133,7.92,0.917,0.083,2.892,-0.0023,0.1009,0.0045,0.037,,,,,,,,,,
789,27.942,103415808,70069,50,15.22,0.04,7.88,0.85,0.15,2.873,-0.002,0.0906,0.004,0.037,,,,,,,,,,
790,27.961,103546880,112443,62,17.63,0.048,7.94,0.826,0.174,2.89,-0.0018,0.1038,0.0039,0.032,,,,,,,,,,
791,27.981,103677952,110730,68,16.84,0.044,7.93,0.912,0.088,2.863,-0.0019,0.1062,0.0038,0.032,,,,,,,,,,
792,28.001,103809024,109465,33,20.44,0.121,7.7,0.75,0.25,2.878,-0.0023,0.0709,0.0048,0.037,,,,,,,,,,
793,28.025,103940096,88471,59,18.32,0.085,7.78,0.852,0.148,2.855,-0.0023,0.1107,0.0037,0.034,,,,,,,,,,
794,28.045,104071168,110035,63,17.06,0.032,7.71,0.903,0.097,2.903,-0.0016,0.101,0.0037,0.028,,,,,,,,,,
795,28.243,104202240,109571,70,17.09,0.071,7.6,0.933,0.033,2.936,-0.0018,0.0872,0.0038,0.035,0.98,0.01,0.589,1.0,0.0,0.935,0.654,0.965,0.0,0.763
796,28.27,104333312,81556,55,14.5,0.073,8.0,0.852,0.111,2.916,-0.002,0.0925,0.0035,0.026,,,,,,,,,,
797,28.29,104464384,105781,61,17.5,0.049,8.07,0.852,0.148,2.9,-0.0021,0.1143,0.0037,0.03,,,,,,,,,,
798,28.314,104595456,91608,57,22.18,0.123,7.88,0.857,0.143,2.907,-0.0017,0.1102,0.0039,0.031,,,,,,,,,,
799,28.335,104726528,107324,58,17.96,0.034,7.88,0.9,0.1,2.91,-0.0022,0.1119,0.0047,0.036,,,,,,,,,,
800,28.358,104857600,91904,94,14.89,0.085,7.37,0.931,0.052,2.902,-0.0018,0.123,0.0034,0.03,,,,,,,,,,
801,28.377,104988672,114375,64,14.7,0.031,7.97,0.963,0.037,2.897,-0.0022,0.1155,0.0043,0.035,,,,,,,,,,
802,28.397,105119744,113977,63,15.74,0.111,7.51,0.968,0.032,2.909,-0.0014,0.0958,0.0032,0.027,,,,,,,,,,
803,28.416,105250816,114195,88,15.28,0.125,7.66,0.902,0.078,2.921,-0.0017,0.1094,0.0043,0.032,,,,,,,,,,
804,28.435,105381888,115151,63,20.22,0.206,7.48,0.87,0.13,2.924,-0.0017,0.0985,0.004,0.029,,,,,,,,,,
805,28.459,105512960,91458,35,26.94,0.286,7.8,0.571,0.286,2.927,-0.0017,0.068,0.0034,0.03,,,,,,,,,,
806,28.479,105644032,105532,44,17.13,0.091,7.86,0.75,0.25,2.929,-0.002,0.0762,0.004,0.037,,,,,,,,,,
807,28.504,105775104,89152,47,17.05,0.106,7.53,0.933,0.067,2.936,-0.0021,0.0821,0.0045,0.041,,,,,,,,,,
808,28.522,105906176,117440,27,15.13,0.037,7.67,0.833,0.167,2.93,-0.0013,0.0559,0.0033,0.022,,,,,,,,,,
809,28.541,106037248,119267,54,16.84,0.13,7.3,0.917,0.083,2.927,-0.0014,0.0603,0.0036,0.027,,,,,,,,,,
810,28.739,106168320,119518,46,19.93,0.174,7.59,0.92,0.04,2.95,-0.0018,0.0677,0.0037,0.032,0.99,0.005,0.578,1.0,0.0,0.936,0.621,0.965,0.0,0.786
811,28.771,106299392,67558,28,24.17,0.321,6.93,0.909,0.091,2.942,-0.0023,0.0362,0.0042,0.033,,,,,,,,,,
812,28.804,106430464,66673,44,21.67,0.227,7.39,0.87,0.087,2.935,-0.0017,0.057,0.0038,0.027,,,,,,,,,,
813,28.827,106561536,93859,55,18.19,0.145,7.36,0.971,0.029,2.953,-0.0022,0.06,0.0037,0.034,,,,,,,,,,
814,28.856,106692608,74988,34,18.23,0.118,7.18,0.941,0.059,2.94,-0.0018,0.0557,0.0032,0.025,,,,,,,,,,
815,28.874,106823680,120242,33,23.01,0.182,7.3,0.909,0.091,2.931,-0.0019,0.0673,0.0032,0.03,,,,,,,,,,
816,28.9,106954752,85085,54,27.06,0.333,7.02,0.857,0.143,2.943,-0.0022,0.0702,0.0042,0.033,,,,,,,,,,
817,28.919,107085824,112713,65,16.92,0.062,8.17,0.892,0.081,2.95,-0.0021,0.0972,0.0035,0.029,,,,,,,,,,
818,28.944,107216896,89288,51,25.74,0.314,7.31,0.722,0.222,2.946,-0.002,0.0748,0.0041,0.037,,,,,,,,,,
819,28.962,107347968,118852,88,22.74,0.273,7.11,1.0,0.0,2.949,-0.0018,0.1085,0.0038,0.026,,,,,,,,,,
820,28.981,107479040,116068,64,20.36,0.219,7.31,0.88,0.12,2.963,-0.0022,0.096,0.0047,0.042,,,,,,,,,,
821,28.999,107610112,118880,61,18.63,0.23,7.36,0.926,0.074,2.955,-0.002,0.0846,0.0041,0.032,,,,,,,,,,
822,29.019,107741184,113425,82,17.53,0.146,7.74,0.854,0.146,2.958,-0.0019,0.124,0.003,0.025,,,,,,,,,,
823,29.038,107872256,115692,37,25.53,0.324,7.08,0.909,0.091,2.933,-0.0022,0.0765,0.004,0.035,,,,,,,,,,
824,29.056,108003328,116205,69,19.36,0.261,7.23,0.914,0.057,2.947,-0.0016,0.0966,0.0031,0.023,,,,,,,,,,
825,29.267,108134400,76312,70,23.08,0.3,7.24,0.818,0.182,2.981,-0.0019,0.105,0.0035,0.03,1.0,0.0,0.561,1.0,0.0,0.907,0.632,1.0,0.0,0.811
826,29.286,108265472,114084,76,19.65,0.211,7.79,0.868,0.105,2.947,-0.0024,0.1086,0.0035,0.032,,,,,,,,,,
827,29.304,108396544,119090,67,15.47,0.149,7.61,0.909,0.091,2.932,-0.0016,0.1055,0.0034,0.028,,,,,,,,,,
828,29.323,108527616,115540,53,10.97,0.038,7.91,0.897,0.103,2.922,-0.0018,0.0876,0.0038,0.031,,,,,,,,,,
829,29.342,108658688,117685,48,17.7,0.188,7.67,0.6,0.4,2.908,-0.0019,0.0973,0.0041,0.032,,,,,,,,,,
830,29.36,108789760,117049,78,14.27,0.103,7.92,0.868,0.132,2.89,-0.0017,0.123,0.004,0.03,,,,,,,,,,
831,29.382,108920832,102649,78,17.1,0.154,7.72,0.786,0.214,2.885,-0.0022,0.1291,0.0035,0.03,,,,,,,,,,
832,29.402,109051904,107086,58,14.8,0.121,8.03,0.615,0.385,2.851,-0.0018,0.1169,0.0035,0.032,,,,,,,,,,
833,29.434,109182976,67875,82,13.84,0.122,7.73,0.829,0.171,2.854,-0.0015,0.1301,0.0034,0.022,,,,,,,,,,
834,29.454,109314048,110301,71,14.32,0.099,7.87,0.865,0.135,2.849,-0.0017,0.131,0.0043,0.035,,,,,,,,,,
835,29.473,109445120,118682,67,15.16,0.119,7.94,0.88,0.08,2.86,-0.0017,0.1144,0.0032,0.023,,,,,,,,,,
836,29.492,109576192,114446,65,14.54,0.123,7.6,0.933,0.067,2.87,-0.0018,0.113,0.0037,0.029,,,,,,,,,,
837,29.51,109707264,118579,69,17.62,0.116,7.57,1.0,0.0,2.871,-0.0022,0.098,0.004,0.034,,,,,,,,,,
838,29.529,109838336,113801,71,17.99,0.127,7.85,0.931,0.069,2.868,-0.0019,0.1185,0.0035,0.028,,,,,,,,,,
839,29.548,109969408,116476,82,15.25,0.122,7.82,0.892,0.081,2.862,-0.0019,0.1354,0.0038,0.031,,,,,,,,,,
840,29.66,110100480,108144,63,22.24,0.19,7.73,0.6,0.4,2.86,-0.0018,0.114,0.0036,0.031,1.0,0.0,0.586,1.0,0.0,0.778,0.674,1.0,0.0,0.794
841,29.681,110231552,105003,82,15.77,0.146,7.59,0.92,0.06,2.867,-0.0016,0.1173,0.0034,0.023,,,,,,,,,,
842,29.704,110362624,96664,67,15.96,0.119,7.88,0.943,0.057,2.848,-0.0018,0.1132,0.0036,0.023,,,,,,,,,,
843,29.735,110493696,70755,86,13.22,0.093,7.91,0.976,0.024,2.808,-0.0018,0.1306,0.0039,0.028,,,,,,,,,,
844,29.765,110624768,72100,66,13.39,0.076,7.74,0.897,0.069,2.802,-0.0016,0.1236,0.0034,0.025,,,,,,,,,,
845,29.784,110755840,112551,106,13.37,0.094,8.06,0.915,0.064,2.762,-0.0014,0.164,0.0027,0.023,,,,,,,,,,
846,29.804,110886912,114484,65,20.05,0.185,8.11,0.786,0.214,2.77,-0.002,0.1088,0.0036,0.034,,,,,,,,,,
847,29.824,111017984,105104,87,15.75,0.115,8.2,0.794,0.147,2.779,-0.0015,0.1528,0.0032,0.027,,,,,,,,,,
848,29.844,111149056,109667,79,15.23,0.139,8.06,0.969,0.0,2.767,-0.0017,0.1386,0.0035,0.031,,,,,,,,,,
849,29.864,111280128,108298,74,12.14,0.095,7.95,0.975,0.025,2.785,-0.0015,0.1187,0.0036,0.029,,,,,,,,,,
850,29.893,111411200,76191,48,11.5,0.042,8.46,1.0,0.0,2.758,-0.0021,0.1303,0.0039,0.035,,,,,,,,,,
851,29.924,111542272,71330,50,17.84,0.1,7.98,1.0,0.0,2.779,-0.0018,0.1044,0.0038,0.034,,,,,,,,,,
852,29.943,111673344,115254,53,21.41,0.151,7.96,0.923,0.0,2.794,-0.0015,0.1069,0.0032,0.024,,,,,,,,,,
853,29.962,111804416,112757,61,17.79,0.148,7.49,0.87,0.13,2.781,-0.0019,0.0906,0.0036,0.029,,,,,,,,,,
854,29.982,111935488,112427,53,15.9,0.075,7.36,0.968,0.032,2.81,-0.0018,0.0797,0.0038,0.031,,,,,,,,,,
855,30.158,112066560,105781,43,22.64,0.209,7.86,1.0,0.0,2.851,-0.0026,0.0766,0.0042,0.032,1.0,0.0,0.554,1.0,0.0,0.773,0.642,0.995,0.0,0.761
856,30.185,112197632,83560,29,26.02,0.276,7.86,0.571,0.429,2.851,-0.0018,0.0569,0.0035,0.028,,,,,,,,,,
857,30.205,112328704,104157,52,21.63,0.096,7.69,0.933,0.067,2.872,-0.0017,0.0918,0.0041,0.038,,,,,,,,,,
858,30.229,112459776,90995,37,17.6,0.108,7.49,1.0,0.0,2.88,-0.0018,0.0622,0.0035,0.028,,,,,,,,,,
859,30.25,112590848,108640,52,22.71,0.135,7.94,0.941,0.059,2.871,-0.002,0.0891,0.004,0.034,,,,,,,,,,
860,30.268,112721920,117053,50,21.19,0.16,7.26,0.923,0.077,2.868,-0.0017,0.0699,0.0033,0.026,,,,,,,,,,
861,30.288,112852992,112130,41,22.61,0.195,7.41,0.692,0.308,2.884,-0.0021,0.0678,0.0036,0.03,,,,,,,,,,
862,30.307,112984064,111020,50,20.68,0.12,7.46,1.0,0.0,2.906,-0.0019,0.0803,0.0038,0.03,,,,,,,,,,
863,30.327,113115136,110896,46,18.29,0.13,7.48,1.0,0.0,2.891,-0.002,0.0734,0.0034,0.036,,,,,,,,,,
864,30.348,113246208,105506,58,21.33,0.155,7.66,1.0,0.0,2.862,-0.002,0.087,0.0037,0.027,,,,,,,,,,
865,30.372,113377280,89179,59,20.71,0.22,7.68,0.926,0.037,2.841,-0.0023,0.071,0.0036,0.032,,,,,,,,,,
866,30.405,113508352,67140,46,25.91,0.196,7.67,1.0,0.0,2.821,-0.0018,0.0989,0.0038,0.028,,,,,,,,,,
867,30.432,113639424,80289,51,24.03,0.216,7.55,0.857,0.071,2.812,-0.0018,0.09,0.0039,0.032,,,,,,,,,,
868,30.452,113770496,112246,58,23.26,0.19,7.64,0.923,0.077,2.833,-0.0019,0.0944,0.0039,0.035,,,,,,,,,,
869,30.471,113901568,112546,44,25.15,0.295,7.45,0.917,0.083,2.829,-0.0018,0.0705,0.0032,0.031,,,,,,,,,,
870,30.627,114032640,114171,44,21.75,0.227,7.52,0.938,0.062,2.834,-0.0022,0.066,0.0038,0.036,1.0,0.0,0.55,1.0,0.0,0.667,0.638,0.985,0.0,0.769
871,30.648,114163712,105401,55,26.41,0.273,7.47,0.875,0.062,2.834,-0.002,0.0705,0.0034,0.027,,,,,,,,,,
872,30.681,114294784,65736,53,20.38,0.189,7.3,0.917,0.083,2.828,-0.0019,0.0791,0.0038,0.033,,,,,,,,,,
873,30.713,114425856,68184,67,18.66,0.179,7.46,0.976,0.024,2.808,-0.0017,0.0692,0.0035,0.027,,,,,,,,,,
874,30.743,114556928,72118,42,27.36,0.31,7.4,0.9,0.1,2.784,-0.0018,0.0597,0.0033,0.027,,,,,,,,,,
875,30.761,114688000,120304,50,19.0,0.12,7.56,0.875,0.125,2.778,-0.0019,0.0775,0.0036,0.027,,,,,,,,,,
876,30.78,114819072,120504,38,23.26,0.237,7.32,0.818,0.182,2.778,-0.0018,0.0617,0.0032,0.026,,,,,,,,,,
877,30.798,114950144,119621,53,19.33,0.094,7.64,0.958,0.042,2.792,-0.0017,0.0841,0.0039,0.031,,,,,,,,,,
878,30.817,115081216,117533,50,21.62,0.16,7.86,0.923,0.077,2.788,-0.0021,0.082,0.0036,0.037,,,,,,,,,,
879,30.839,115212288,96574,60,19.02,0.067,7.63,0.882,0.118,2.768,-0.002,0.1011,0.0042,0.034,,,,,,,,,,
880,30.858,115343360,118967,68,18.68,0.147,7.51,0.839,0.161,2.762,-0.0019,0.0902,0.0038,0.03,,,,,,,,,,
881,30.876,115474432,119896,54,18.12,0.056,7.91,0.96,0.04,2.759,-0.0019,0.0913,0.0032,0.024,,,,,,,,,,
882,30.895,115605504,113900,74,16.14,0.095,7.62,0.972,0.028,2.745,-0.0019,0.0988,0.0031,0.025,,,,,,,,,,
883,30.914,115736576,116324,51,22.68,0.216,7.53,0.733,0.267,2.738,-0.0018,0.0827,0.0037,0.031,,,,,,,,,,
884,30.932,115867648,117919,72,14.98,0.097,7.56,0.943,0.057,2.711,-0.0016,0.0997,0.0034,0.026,,,,,,,,,,
885,31.08,115998720,101986,72,18.51,0.125,7.57,0.971,0.029,2.724,-0.0018,0.1067,0.0033,0.026,0.995,0.005,0.542,1.0,0.0,0.763,0.616,0.995,0.005,0.709
886,31.099,116129792,120607,76,15.73,0.105,7.67,0.897,0.103,2.725,-0.0018,0.1034,0.0039,0.029,,,,,,,,,,
887,31.117,116260864,119378,56,23.89,0.214,7.88,0.714,0.286,2.709,-0.0015,0.1079,0.0033,0.028,,,,,,,,,,
888,31.136,116391936,115672,69,18.59,0.145,7.93,0.85,0.15,2.675,-0.0015,0.1404,0.0033,0.033,,,,,,,,,,
889,31.155,116523008,111010,69,21.29,0.217,8.2,1.0,0.0,2.684,-0.0017,0.1271,0.0031,0.026,,,,,,,,,,
890,31.175,116654080,113125,77,13.34,0.065,8.05,0.886,0.114,2.68,-0.0013,0.1342,0.0035,0.021,,,,,,,,,,
891,31.196,116785152,100842,55,17.89,0.145,8.27,0.375,0.625,2.677,-0.0017,0.1159,0.0031,0.023,,,,,,,,,,
892,31.216,116916224,109361,59,19.65,0.136,7.86,1.0,0.0,2.687,-0.0015,0.1033,0.0031,0.026,,,,,,,,,,
893,31.244,117047296,78598,61,20.13,0.164,7.77,0.929,0.0,2.707,-0.0017,0.1019,0.0028,0.024,,,,,,,,,,
894,31.277,117178368,67087,43,20.48,0.116,8.05,0.923,0.077,2.705,-0.0018,0.0888,0.0031,0.025,,,,,,,,,,
895,31.309,117309440,67177,46,22.19,0.109,7.83,1.0,0.0,2.688,-0.0016,0.0893,0.0033,0.026,,,,,,,,,,
896,31.33,117440512,107231,54,16.21,0.093,7.89,0.793,0.172,2.708,-0.002,0.0859,0.0033,0.031,,,,,,,,,,
897,31.348,117571584,119904,58,18.83,0.086,7.69,0.947,0.053,2.694,-0.0019,0.0836,0.0037,0.031,,,,,,,,,,
898,31.366,117702656,119559,39,19.55,0.103,8.03,0.909,0.091,2.686,-0.0018,0.0696,0.0032,0.024,,,,,,,,,,
899,31.384,117833728,119731,48,21.72,0.167,7.9,0.714,0.214,2.662,-0.0017,0.0938,0.0027,0.024,,,,,,,,,,
900,31.576,117964800,119267,36,20.83,0.083,7.92,0.75,0.25,2.675,-0.0022,0.0733,0.0039,0.03,0.975,0.025,0.53,1.0,0.0,0.732,0.598,0.975,0.0,0.739
901,31.609,118095872,66265,31,18.33,0.065,7.55,0.833,0.167,2.66,-0.0019,0.0525,0.0034,0.032,,,,,,,,,,
902,31.634,118226944,85876,31,25.1,0.194,7.71,0.75,0.25,2.668,-0.002,0.0527,0.0037,0.034,,,,,,,,,,
903,31.653,118358016,118557,44,23.35,0.091,7.68,0.938,0.062,2.687,-0.0017,0.0654,0.0033,0.028,,,,,,,,,,
904,31.673,118489088,106772,47,25.96,0.191,7.94,0.909,0.091,2.709,-0.002,0.0652,0.004,0.03,,,,,,,,,,
905,31.693,118620160,112541,50,22.97,0.1,7.8,0.8,0.2,2.752,-0.0018,0.0828,0.0033,0.03,,,,,,,,,,
906,31.716,118751232,92708,44,22.92,0.114,7.68,0.667,0.167,2.772,-0.0018,0.0694,0.0026,0.021,,,,,,,,,,
907,31.736,118882304,111021,46,24.79,0.239,7.43,0.824,0.059,2.783,-0.0017,0.064,0.003,0.023,,,,,,,,,,
908,31.756,119013376,109569,62,23.02,0.097,7.79,0.947,0.053,2.805,-0.0018,0.0976,0.0034,0.032,,,,,,,,,,
909,31.776,119144448,109831,59,20.3,0.153,7.73,0.926,0.074,2.791,-0.0016,0.0783,0.0037,0.029,,,,,,,,,,
910,31.794,119275520,116858,49,21.18,0.163,7.33,0.889,0.111,2.764,-0.0016,0.0687,0.0031,0.025,,,,,,,,,,
911,31.813,119406592,115956,40,28.41,0.325,7.7,0.846,0.077,2.755,-0.0019,0.061,0.0037,0.029,,,,,,,,,,
912,31.832,119537664,114036,29,22.75,0.207,7.38,0.833,0.167,2.733,-0.0018,0.0522,0.0035,0.027,,,,,,,,,,
913,31.854,119668736,102937,69,24.79,0.217,7.74,0.913,0.087,2.75,-0.0016,0.0988,0.0035,0.029,,,,,,,,,,
914,31.874,119799808,106234,53,21.75,0.132,7.79,0.933,0.067,2.731,-0.0019,0.0863,0.0041,0.029,,,,,,,,,,
915,32.084,119930880,67414,48,20.06,0.104,7.81,0.955,0.045,2.741,-0.0017,0.0733,0.0035,0.027,0.98,0.02,0.533,1.0,0.0,0.773,0.598,0.995,0.0,0.65
916,32.102,120061952,117464,42,18.38,0.095,7.71,0.789,0.211,2.707,-0.002,0.0774,0.0033,0.031,,,,,,,,,,
917,32.121,120193024,116324,71,21.19,0.127,7.76,0.679,0.286,2.708,-0.0017,0.1029,0.0034,0.031,,,,,,,,,,
918,32.142,120324096,104131,33,24.67,0.273,7.48,0.571,0.429,2.672,-0.0018,0.0628,0.0034,0.023,,,,,,,,,,
919,32.161,120455168,115238,52,24.22,0.212,7.79,0.867,0.133,2.675,-0.0018,0.0844,0.0034,0.027,,,,,,,,,,
920,32.192,120586240,71093,50,22.44,0.16,7.88,0.769,0.231,2.671,-0.0019,0.0806,0.0038,0.033,,,,,,,,,,
921,32.212,120717312,106648,38,26.99,0.237,7.68,0.857,0.143,2.671,-0.0019,0.0627,0.0035,0.028,,,,,,,,,,
922,32.245,120848384,67103,43,23.91,0.163,7.88,0.8,0.0,2.65,-0.0018,0.0797,0.0037,0.027,,,,,,,,,,
923,32.273,120979456,77824,66,23.51,0.152,7.77,0.92,0.08,2.646,-0.0018,0.1002,0.0029,0.022,,,,,,,,,,
924,32.292,121110528,114006,47,24.29,0.149,7.94,0.667,0.25,2.672,-0.0019,0.0657,0.0036,0.028,,,,,,,,,,
925,32.312,121241600,111339,47,23.73,0.17,7.36,0.941,0.059,2.653,-0.0019,0.061,0.0029,0.029,,,,,,,,,,
926,32.332,121372672,109622,35,23.7,0.2,7.91,0.8,0.1,2.641,-0.0018,0.0546,0.0028,0.022,,,,,,,,,,
927,32.352,121503744,110315,36,24.48,0.167,7.94,0.778,0.222,2.629,-0.0016,0.0708,0.003,0.027,,,,,,,,,,
928,32.372,121634816,110106,63,21.71,0.111,7.51,0.889,0.111,2.68,-0.0016,0.0733,0.0037,0.032,,,,,,,,,,
929,32.395,121765888,91391,32,26.62,0.219,7.81,1.0,0.0,2.687,-0.0016,0.0539,0.0033,0.027,,,,,,,,,,
930,32.574,121896960,110047,42,23.1,0.143,7.95,0.955,0.045,2.683,-0.0018,0.0681,0.0035,0.028,0.99,0.005,0.524,1.0,0.0,0.634,0.6,0.99,0.005,0.654
931,32.594,122028032,112976,33,28.33,0.303,7.58,0.714,0.286,2.64,-0.0019,0.0524,0.003,0.025,,,,,,,,,,
932,32.614,122159104,109556,39,25.64,0.128,7.77,0.833,0.167,2.643,-0.0019,0.0613,0.0035,0.03,,,,,,,,,,
933,32.633,122290176,111496,23,28.96,0.391,7.52,0.833,0.167,2.65,-0.0016,0.0385,0.0031,0.028,,,,,,,,,,
934,32.653,122421248,112223,24,28.84,0.25,7.38,0.6,0.2,2.659,-0.002,0.0446,0.0038,0.033,,,,,,,,,,
935,32.672,122552320,110790,46,25.47,0.152,7.89,0.941,0.0,2.641,-0.0013,0.0676,0.0032,0.023,,,,,,,,,,
936,32.692,122683392,114409,45,22.89,0.156,7.98,0.913,0.087,2.64,-0.0016,0.0612,0.0033,0.027,,,,,,,,,,
937,32.71,122814464,118217,43,25.33,0.14,7.77,0.87,0.043,2.651,-0.0018,0.0673,0.0034,0.029,,,,,,,,,,
938,32.728,122945536,118707,38,29.18,0.184,7.63,0.857,0.143,2.624,-0.0021,0.0675,0.0032,0.024,,,,,,,,,,
939,32.748,123076608,113480,49,22.54,0.082,7.65,0.882,0.118,2.633,-0.0016,0.0716,0.0037,0.03,,,,,,,,,,
940,32.767,123207680,111394,36,23.46,0.222,7.44,0.824,0.059,2.613,-0.0019,0.0528,0.0036,0.033,,,,,,,,,,
941,32.788,123338752,104643,37,30.27,0.351,7.46,1.0,0.0,2.574,-0.0017,0.0632,0.0029,0.026,,,,,,,,,,
942,32.821,123469824,66730,55,25.8,0.236,7.75,0.889,0.056,2.608,-0.0017,0.0767,0.0037,0.028,,,,,,,,,,
943,32.844,123600896,96508,62,27.88,0.258,7.81,0.929,0.071,2.628,-0.0018,0.0836,0.0036,0.029,,,,,,,,,,
944,32.875,123731968,70210,44,27.97,0.341,7.55,1.0,0.0,2.634,-0.0018,0.0501,0.0031,0.027,,,,,,,,,,
945,33.006,123863040,84806,40,30.13,0.3,7.95,0.889,0.0,2.626,-0.0017,0.0659,0.0032,0.019,0.99,0.01,0.54,1.0,0.0,0.743,0.612,1.0,0.0,0.676
946,33.024,123994112,120246,47,28.05,0.319,7.38,0.818,0.091,2.645,-0.0017,0.0626,0.0031,0.027,,,,,,,,,,
947,33.043,124125184,115907,56,24.66,0.161,7.68,0.812,0.125,2.647,-0.0015,0.0769,0.0031,0.024,,,,,,,,,,
948,33.062,124256256,111040,53,22.93,0.151,7.7,0.88,0.08,2.645,-0.0015,0.0779,0.0028,0.023,,,,,,,,,,
949,33.082,124387328,113959,40,27.84,0.4,7.3,0.714,0.071,2.659,-0.0014,0.0437,0.0031,0.024,,,,,,,,,,
950,33.103,124518400,100258,36,22.84,0.194,7.83,0.889,0.111,2.668,-0.0018,0.0494,0.0038,0.027,,,,,,,,,,
951,33.135,124649472,69994,39,23.13,0.154,8.18,0.818,0.182,2.673,-0.0018,0.0637,0.003,0.028,,,,,,,,,,
952,33.157,124780544,98075,42,24.65,0.19,8.1,0.444,0.556,2.662,-0.0017,0.0694,0.0029,0.021,,,,,,,,,,
953,33.182,124911616,86033,46,23.68,0.087,8.24,0.867,0.133,2.665,-0.0021,0.0928,0.004,0.033,,,,,,,,,,
954,33.201,125042688,119880,51,24.11,0.137,7.96,1.0,0.0,2.66,-0.002,0.0696,0.0039,0.025,,,,,,,,,,
955,33.219,125173760,117170,40,24.26,0.075,8.28,1.0,0.0,2.662,-0.0016,0.071,0.0034,0.024,,,,,,,,,,
956,33.238,125304832,118747,54,22.02,0.13,8.17,0.778,0.167,2.681,-0.0017,0.0811,0.0031,0.03,,,,,,,,,,
957,33.256,125435904,118329,52,22.67,0.115,8.0,1.0,0.0,2.716,-0.0014,0.0744,0.0027,0.02,,,,,,,,,,
958,33.275,125566976,118415,35,23.44,0.114,8.0,0.692,0.231,2.682,-0.0018,0.0549,0.0034,0.024,,,,,,,,,,
959,33.293,125698048,118616,34,24.03,0.029,8.44,0.833,0.167,2.653,-0.0016,0.076,0.0033,0.023,,,,,,,,,,
960,33.498,125829120,90324,45,24.26,0.2,7.91,0.929,0.071,2.633,-0.0018,0.0672,0.004,0.028,0.995,0.0,0.547,1.0,0.0,0.7,0.617,0.99,0.005,0.671
961,33.517,125960192,119003,47,24.66,0.106,7.98,0.875,0.125,2.596,-0.0013,0.0767,0.0024,0.02,,,,,,,,,,
962,33.536,126091264,112979,31,26.9,0.129,7.9,0.714,0.286,2.585,-0.0017,0.0545,0.0028,0.024,,,,,,,,,,
963,33.555,126222336,116341,41,25.71,0.122,8.2,0.9,0.1,2.56,-0.0022,0.0749,0.0043,0.039,,,,,,,,,,
964,33.573,126353408,119860,38,30.29,0.342,7.76,0.9,0.1,2.579,-0.002,0.0387,0.0034,0.028,,,,,,,,,,
965,33.591,126484480,120854,48,24.41,0.167,7.92,0.875,0.062,2.59,-0.0019,0.0752,0.0037,0.025,,,,,,,,,,
966,33.609,126615552,120844,32,24.2,0.125,7.75,1.0,0.0,2.587,-0.0017,0.0604,0.0031,0.023,,,,,,,,,,
967,33.627,126746624,120081,40,30.33,0.3,7.67,0.667,0.333,2.597,-0.0016,0.0609,0.0033,0.023,,,,,,,,,,
968,33.647,126877696,111127,34,30.0,0.324,7.56,0.4,0.3,2.591,-0.0021,0.0493,0.0037,0.031,,,,,,,,,,
