iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge,v1_win,v1_loss,v1_dodge
756,47.291,99090432,61098,28,40.13,0.25,6.82,0.5,0.333,2.408,-0.0021,0.0296,0.0034,0.031,,,,,,,,,,,,,
757,47.329,99221504,58689,31,44.22,0.419,5.87,0.75,0.0,2.4,-0.0019,0.0334,0.0031,0.022,,,,,,,,,,,,,
758,47.363,99352576,64332,19,44.55,0.474,5.21,0.5,0.0,2.395,-0.0021,0.0233,0.0029,0.025,,,,,,,,,,,,,
759,47.397,99483648,64151,18,39.53,0.222,6.83,0.667,0.333,2.361,-0.0019,0.0327,0.0029,0.025,,,,,,,,,,,,,
760,47.432,99614720,62643,20,44.01,0.5,4.3,0.0,0.0,2.36,-0.002,0.0317,0.0027,0.022,,,,,,,,,,,,,
761,47.466,99745792,64445,30,44.92,0.4,5.17,0.5,0.25,2.381,-0.0021,0.0377,0.0033,0.029,,,,,,,,,,,,,
762,47.5,99876864,62472,19,43.64,0.368,5.05,0.6,0.0,2.371,-0.0023,0.0286,0.0036,0.036,,,,,,,,,,,,,
763,47.537,100007936,59603,27,43.68,0.333,6.48,0.833,0.167,2.369,-0.002,0.0503,0.0028,0.025,,,,,,,,,,,,,
764,47.579,100139008,51708,25,44.55,0.32,6.08,0.25,0.5,2.386,-0.0021,0.0328,0.0027,0.025,,,,,,,,,,,,,
765,47.624,100270080,48870,22,45.82,0.409,5.86,0.5,0.0,2.395,-0.0022,0.0257,0.0032,0.031,,,,,,,,,,,,,
766,47.659,100401152,62769,35,42.31,0.4,6.09,0.4,0.2,2.409,-0.0021,0.0402,0.0029,0.023,,,,,,,,,,,,,
767,47.693,100532224,63790,26,45.36,0.423,4.96,0.6,0.2,2.394,-0.0019,0.0331,0.0031,0.024,,,,,,,,,,,,,
768,47.729,100663296,61391,25,44.97,0.48,5.16,0.444,0.111,2.397,-0.0019,0.0263,0.0029,0.023,,,,,,,,,,,,,
769,47.762,100794368,65275,20,47.21,0.45,5.5,0.5,0.0,2.393,-0.0021,0.0326,0.0031,0.026,,,,,,,,,,,,,
770,47.795,100925440,66208,23,46.31,0.348,6.83,0.2,0.6,2.375,-0.0021,0.0299,0.0032,0.025,,,,,,,,,,,,,
771,47.831,101056512,60817,23,44.52,0.391,5.17,0.4,0.2,2.37,-0.0022,0.0312,0.0035,0.03,,,,,,,,,,,,,
772,47.874,101187584,51385,26,44.35,0.385,6.46,0.333,0.0,2.37,-0.0024,0.0278,0.0042,0.037,,,,,,,,,,,,,
773,47.91,101318656,60162,20,43.81,0.25,7.35,0.667,0.0,2.364,-0.0021,0.0358,0.0029,0.031,,,,,,,,,,,,,
774,47.943,101449728,66236,19,42.15,0.368,5.42,0.25,0.5,2.354,-0.0019,0.0264,0.0026,0.019,,,,,,,,,,,,,
775,47.976,101580800,66258,23,50.47,0.565,4.35,0.0,0.0,2.334,-0.0019,0.0328,0.0028,0.023,,,,,,,,,,,,,
776,48.009,101711872,66259,17,46.14,0.412,4.76,0.8,0.2,2.325,-0.0018,0.0232,0.0027,0.021,,,,,,,,,,,,,
777,48.043,101842944,65205,41,47.02,0.439,5.46,0.6,0.2,2.35,-0.0019,0.0398,0.0025,0.021,,,,,,,,,,,,,
778,48.076,101974016,64596,12,38.42,0.25,5.33,1.0,0.0,2.326,-0.0022,0.0225,0.003,0.026,,,,,,,,,,,,,
779,48.113,102105088,60156,30,43.3,0.467,5.2,0.0,0.333,2.328,-0.0023,0.0273,0.0029,0.029,,,,,,,,,,,,,
780,48.156,102236160,51048,30,42.67,0.367,5.73,0.429,0.286,2.322,-0.0021,0.0284,0.0028,0.027,,,,,,,,,,,,,
781,48.194,102367232,56097,22,47.21,0.455,4.86,0.286,0.429,2.298,-0.0021,0.0186,0.0031,0.023,,,,,,,,,,,,,
782,48.228,102498304,65561,24,42.57,0.292,6.67,0.6,0.0,2.311,-0.0019,0.0496,0.0026,0.027,,,,,,,,,,,,,
783,48.263,102629376,62488,31,43.35,0.452,4.65,0.5,0.167,2.318,-0.0025,0.0344,0.0028,0.029,,,,,,,,,,,,,
784,48.299,102760448,59956,23,43.98,0.435,5.65,0.6,0.0,2.306,-0.002,0.0334,0.0032,0.034,,,,,,,,,,,,,
785,48.331,102891520,68296,24,48.33,0.5,5.04,0.429,0.0,2.307,-0.0017,0.0386,0.0024,0.017,,,,,,,,,,,,,
786,48.364,103022592,67143,26,49.45,0.577,4.38,0.667,0.0,2.304,-0.0023,0.0221,0.0028,0.023,,,,,,,,,,,,,
787,48.397,103153664,66188,25,48.46,0.52,5.0,0.25,0.25,2.284,-0.0019,0.033,0.0026,0.019,,,,,,,,,,,,,
788,48.432,103284736,61479,26,37.73,0.269,6.88,0.5,0.5,2.291,-0.0019,0.0462,0.003,0.028,,,,,,,,,,,,,
789,48.464,103415808,68265,21,47.8,0.381,6.14,0.25,0.25,2.295,-0.002,0.0307,0.0028,0.022,,,,,,,,,,,,,
790,48.496,103546880,68841,22,44.86,0.318,6.59,0.25,0.25,2.287,-0.0019,0.0273,0.0032,0.027,,,,,,,,,,,,,
791,48.529,103677952,67194,24,49.33,0.542,4.5,0.444,0.111,2.307,-0.0021,0.0256,0.0031,0.028,,,,,,,,,,,,,
792,48.56,103809024,70363,23,44.57,0.391,6.0,0.6,0.2,2.298,-0.0021,0.0381,0.0025,0.019,,,,,,,,,,,,,
793,48.591,103940096,70137,37,43.49,0.351,6.24,0.667,0.167,2.309,-0.0022,0.0388,0.0032,0.029,,,,,,,,,,,,,
794,48.623,104071168,68532,25,42.24,0.28,6.92,0.4,0.2,2.307,-0.0018,0.0515,0.0022,0.021,,,,,,,,,,,,,
795,48.656,104202240,65059,26,45.11,0.269,6.5,0.8,0.2,2.314,-0.0018,0.023,0.0025,0.021,,,,,,,,,,,,,
796,48.699,104333312,51145,22,42.83,0.273,6.77,0.571,0.143,2.303,-0.0021,0.0406,0.0029,0.027,,,,,,,,,,,,,
797,48.737,104464384,57293,28,41.51,0.321,6.18,0.286,0.286,2.296,-0.0019,0.0307,0.0028,0.026,,,,,,,,,,,,,
798,48.769,104595456,67789,17,45.9,0.412,5.53,0.5,0.0,2.28,-0.0018,0.0278,0.0028,0.023,,,,,,,,,,,,,
799,48.802,104726528,67278,20,45.85,0.35,5.9,0.333,0.0,2.26,-0.0021,0.0379,0.0032,0.029,,,,,,,,,,,,,
800,50.027,104857600,67033,19,38.5,0.368,6.21,0.333,0.667,2.258,-0.0016,0.0276,0.0021,0.016,0.91,0.025,0.835,,,,0.681,0.98,0.005,0.739,0.675,0.085,0.964
